title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
PHP,贵阳,php,大专,1-3年,"[""架构师"", ""高级软件工程师"", ""中级软件工程师"", ""小程序开发""]","[5000, 6000]",0薪,"""团建聚餐，带薪年假，生日福利，法定节假日三薪，绩效奖金，交通补助，餐补，节假日加班费，全勤奖，通讯补贴，节日福利，五险一金，零食下午茶，年终奖，底薪加提成""",人事助理,唐女士人事助理,0,云凤凰大数据,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/3b18ae0819b051a61XV52dy0FlRY.html?lid=9t8GIO1tMJc.search.266&securityId=nGedYBsBZ6tDN-W1x83E-KV8jWLQgSqy-M-YMn3Rh3vbBkD2z63A5rtsJCj-9pbJ7GxzWH7Wpzjo7H0o_4kk7sWfh-CMSt9lqkeDqIAsX0U2rNdHhpHlao1Y0T3Lp_ke25qcJ_XKyNQy&sessionId=,https://www.zhipin.com/gongsi/05542966b96e81b31nJ-0t21EFU~.html,南明区
php 开发工程师,大连,php,大专,1-3年,"[""PHP"", ""HTML"", ""JavaScript"", ""CSS"", ""Shell""]","[7000, 12000]",0薪,"""五险一金，补充医疗保险，带薪年假，餐补，交通补助""",技术经理,马骥技术经理,0,德音科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20191216/9aaf1c8d97b394ac3a59ed4d63ea11003e7c17f85367566ea83cadbda5e1ebc5.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/a3525c5004c83a7f0HR42Nq1EFo~.html?lid=9t8GIO1tMJc.search.267&securityId=3Uxb9N704nneY-z1HsznUc6tUcL97P29a1ykArvG0jJhe_-ESEncNjpdpaheGzYFMyDCE3ix9cpLqFAbLkTgaqCoFYzN8W-Oyqa4D_tsZr3rKjoKHvMeyUxEyyZh6PT2kS-meDy84w~~&sessionId=,https://www.zhipin.com/gongsi/a3ca4a80c66080cc0Xxz3d2-EQ~~.html,沙河口区
PHP,苏州,php,大专,1-3年,"[""PHP"", ""CSS"", ""SQL"", ""PostgreSQL"", ""Web端"", ""Yii"", ""MongoDB""]","[6000, 8000]",0薪,"""定期体检，带薪年假，全勤奖，年终奖，五险一金，节日福利""",HR,孔晶晶HR,0,苏州众人创信息科...,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180628/e3b7abe509a44dd6952cb24e5058ca4acfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/97deb4497582a2f40HJ63tS9E1s~.html?lid=9t8GIO1tMJc.search.268&securityId=b3AbnBY8_81Tp-919j7a8owTJ93lRuOasrlZ6PgecgEK2v4KKZ-DeJ5VgW0QTowmbj0LSTE7jgy2dDCeBc8GeQjzlwdx3U5nynRJ502mwKyyIAOK6kMH9hV3V7O7bZI_dhbpWgrgJA~~&sessionId=,https://www.zhipin.com/gongsi/dcfd82810ef0590e1XVy3N28FA~~.html,昆山市
PHP,大连,php,大专,1-3年,"[""PHP"", ""Laravel/Yii/ThinkPHP"", ""MySQL/Redis/MongoDB""]","[8000, 9000]",0薪,"""定期体检，补充医疗保险，节日福利，五险一金""",HR,邓女士HR,0,中电金信,"https://img.bosszhipin.com/beijin/mcs/banner/b9fa12dd0bfae135a91b57eebeebca3dcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,B轮,"[0, 10000]",https://www.zhipin.com/job_detail/7c66567f0fb279d31Xx73Nm0FldQ.html?lid=9t8GIO1tMJc.search.269&securityId=Jkd4MT8cpq2DF-Z16AriDN1-rS2jDqOhQ4Ld9B0QL558u1Vlh1H9e-G_zohBtKembOGqeuOzvQboFoYh2vciUz55DpJcML9H8F3yuBBBeb11ZNR1xCl91g62rk9XzyTbiaupm2bSsmX6EQ~~&sessionId=,https://www.zhipin.com/gongsi/9e1bceeac44be7361nd80tq6E1U~.html,甘井子区
PHP,南京,php,大专,3-5年,"[""后端开发"", ""ThinkPHP"", ""TP框架""]","[7000, 12000]",0薪,"""五险一金，加班补助，全勤奖""",招聘者,赵萧雨招聘者,0,破折号科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180412/ecccb454114ad5fffed0723710821843cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/533536c874f2dc8c1nJy39y9ElBU.html?lid=9t8GIO1tMJc.search.270&securityId=vj3Pmefn56l5V-t1C7zK8QZN2Grs_CGFAYAlaj5dBt0H1E1k7d6-CYa6B5bcanj9ezWKMRyIAd6xzzRp3AFVcfW_BrCC0j7og7r0Qkt0BD6tMNDHWNKJ4reTcol61HOlj0v-vpDTlQ~~&sessionId=,https://www.zhipin.com/gongsi/7587b8c6d5cf8ba00HB52ti8.html,
PHP,厦门,php,大专,经验不限,"[""JS"", ""PHP""]","[4000, 6000]",0薪,无,招聘者,潘明霞招聘者,0,无所不至,"https://img.bosszhipin.com/beijin/upload/chatphoto/20190327/3cd373be4d6e49309e6a7495a51e576d27dd7a1472e4209a856a88ee608af1dd.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/a4bbdc9e3eae3a531HB40tW1E1E~.html?lid=9t8GIO1tMJc.search.271&securityId=t6tdkrYGLDXvm-31D_ULxHWhG6Bh-Y8GikEEFE_1pLzJ_miROBN9VD0_5gzV-92UVrvmLffqW0nAHKsdWOCWD_Ya-75rWGfT1UToJUZEQeLRH5cKCjw_mzglbwA6WPSRtbNxi5D0GQ~~&sessionId=,https://www.zhipin.com/gongsi/7cb17db97a7fd5111nF63N68Fg~~.html,思明区
PHP开发工程师,南京,php,中专/中技,1-3年,"[""PHP"", ""JavaScript"", ""HTML"", ""SQL""]","[8000, 10000]",13薪,"""节日福利，加班补助，全勤奖，年终奖，带薪年假，员工旅游，通讯补贴，定期体检，交通补助，零食下午茶""",CEO,黄先生CEO,0,梦鲸科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200620/0791630f1123521af66768f76745a5f318afe50eefb87d75a11d3af5e7654f1e_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/139e4f923f7c4f7e1nV409S4FFpV.html?lid=9t8GIO1tMJc.search.272&securityId=LYkaF6zH8Wlq--316JOqecRJWJ82k88MMHUz9IXU2atiuJjUMckb2fX3r0AA6mQFUJSEIo2nxt_UwViUnNgMymAQMHt4mt1OUDaRZH68q13nl5FOpJOntM0WMPCEW2wo9dYWuLTUZ2k~&sessionId=,https://www.zhipin.com/gongsi/c72671f55ef3312f33F83967Fg~~.html,溧水区
PHP,扬州,php,大专,5-10年,"[""ThinkPHP"", ""PHP开发经验"", ""MySQL"", ""TP框架"", ""APP后台开发""]","[8000, 12000]",0薪,无,数据组长,戴青数据组长,0,华青能源,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",新能源,未融资,"[20, 99]",https://www.zhipin.com/job_detail/f2528960d9aa945b1Xd-2d28E1FY.html?lid=9t8GIO1tMJc.search.273&securityId=XCG3mCKa4W3EC-21cj6HYHpMy7vNB9K78jdBlT_HHqLHnIgGYGWludoKtW_RAd1ceAvWKlRDMtv64RDAKIErUWRNdGh_sJZZU23YZCPeb-rpxIVaW2a_BAUnKZtMhIABSsQcoUnI1eyQ1g~~&sessionId=,https://www.zhipin.com/gongsi/6902a5eb9d4a8fff1nd80967FVc~.html,广陵区
PHP,南京,php,本科,3-5年,"[""PHP"", ""LNMP/LAMP"", ""Java"", ""PHP开发经验"", ""架构设计经验""]","[7000, 10000]",0薪,"""保底工资，五险一金""",招聘者,王曦煜招聘者,0,霖壹网络,"https://img.bosszhipin.com/beijin/upload/com/logo/20230120/7b5b554d84f9729ce32dd668da808df5fbb446660e1860cd067f0756bec16969ee1fc117482c7189.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/ae5b6b89fcb4608d1XF52t66GVRV.html?lid=9t8GIO1tMJc.search.274&securityId=TYNm43TDPiOHA-O1ZFLBupCeuoSdQnJslQTgy41vSy4NNMEgnXrX7WtJKVLr3bvXtETv5d04k7FthwQDZwmbsYKMArSDhm3BOg8KRkUSo5-jgwygwnryc0CGW0NIpoRxihY4oYLKmA-7&sessionId=,https://www.zhipin.com/gongsi/5199ebb732d459e01Xd80tq5GVM~.html,栖霞区
PHP,贵阳,php,大专,1-3年,"[""PHP"", ""JavaScript"", ""HTML"", ""CSS"", ""MySQL"", ""Redis"", ""小程序""]","[6000, 8000]",0薪,"""五险一金，节日福利，定期团建，绩效奖金，周末双休""",产品经理,文先生产品经理,0,伦炫科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20191022/1d71c1380e921bf26f88904f57337e7382d65dec3c5711cda8ba601e0b427b2d.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/30648a84c7b0792c0XR62tW-F1E~.html?lid=9t8GIO1tMJc.search.275&securityId=ZDplkx6sJCv4M-j1Kt6g7CI11E1lVLVkG18WLFIpBOHX1i3x4QtudD57euxqANjruzUhuxDnJ4i_iYJbzfevNYJl4sA1kPCdtQFy61mG3rMWmV7h1HxGiVsIkVUGc_moTnIEiP8EPw~~&sessionId=,https://www.zhipin.com/gongsi/ee82952aed9ae0011HN82tW-FQ~~.html,花溪区
PHP工程师,南京,php,大专,3-5年,"[""PHP""]","[10000, 15000]",13薪,无,人事经理,王女士人事经理,0,南京艾康,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",制药,未融资,"[100, 499]",https://www.zhipin.com/job_detail/e71ddc55a9844fba1nV_3N-5FldY.html?lid=9t8GIO1tMJc.search.276&securityId=A4y4b5zxki-Jj-h1XZTIgKerOaWBukxo8sC7GuER4uuPxAyyHWhvIAxcnqPtd3tH4pdMgzMprywpvX7t9lzUpr89Xt95cilx5ILUHKHhrWU858E0KGMUZllNEjOOSGnOOKt1fm4FsguM&sessionId=,https://www.zhipin.com/gongsi/a2a388cd0f4279141nZ_2Ny0GFE~.html,浦口区
PHP,济宁,php,本科,1-3年,"[""后端开发"", ""Javascript"", ""数据库""]","[10000, 20000]",0薪,无,创始人,刘先生创始人,0,爱利帮科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170602/6c74b0b8d5fab20e0c6c00094d0965d2074148b244f2321852b878b18fcec17c.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/93f05abb075c4e451nVy2Nm0Flo~.html?lid=9t8GIO1tMJc.search.277&securityId=rKCPwj-020fW4-91gj6OhJOkqhxo3PSBPCX_1-DSd7UbN3RmJpMdf62ERSYNdmy1lzf6wf-pl8ISR9VNlmXy8xB04C2N3a92QGmYWkZd0ap6LmPHYOd6vmYrOOQnhMGdgigKXA~~&sessionId=,https://www.zhipin.com/gongsi/ee274e9122f3c0861Hd-3dw~.html,任城区
PHP,北京,php,大专,3-5年,"[""数据库"", ""PHP""]","[8000, 12000]",0薪,无,招聘者,马磊招聘者,0,鼎智诚科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/465bb6c185b2b9541ndz2dq8GFM~.html?lid=9t8GIO1tMJc.search.278&securityId=v3ZBC2L5Ykhrt-q1huvqwXQYdcSqeqXP6jxiUW8J0Kjwdalghpqir0j_PtMULrukCLVjS_rOBInuOdiAasqmbLIzNKGjEzm_NFYnX4u8nau2WLzv0oTiix406bgz3Wy6yOVvtMupqQ~~&sessionId=,https://www.zhipin.com/gongsi/ca257ec3fe171ddb1nR639q9Fw~~.html,东城区
PHP,郑州,php,大专,3-5年,"[""PHP"", ""Laravel/Yii/ThinkPHP"", ""MySQL/Redis/MongoDB""]","[7000, 12000]",0薪,"""零食下午茶，节日福利，有无线网，保底工资，夜班补助，全勤奖，股票期权，加班补助，五险一金""",经理,潘航经理,0,郑州燚轩科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210616/7782df9c0ce2baaeca6e286806b4196a45416001d0b14b03b370bb2a14adf037.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/cc41b7486637c501031-3t-0Fw~~.html?lid=9t8GIO1tMJc.search.279&securityId=nbV7iyl9LeEKu-S1x981Zce8bepfzylhn7iv6apsGlPe6AvKz-_A25LHsb3lU-Qr_i22QKcI7Rx8AfBR947k-hhyoWqchxOksmcewCR-jN3Wyk-VZGIsMs1QB0gODtLIGx8dRiw~&sessionId=,https://www.zhipin.com/gongsi/f7287eef4f1fe0ad1XJ-2d-9.html,中原区
PHP 图像识别,苏州,php,本科,3-5年,"[""PHP"", ""后端开发"", ""全栈开发"", ""移动端"", ""小程序"", ""PC端""]","[10000, 20000]",0薪,"""五险一金""",经理,李先生经理,0,万禾科技,"https://c-res.zhipin.com/jrs/0cbdb3f8394446e8266c109e3f9a2de1.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/db895f0a2087bd4f0HN42ty4GFE~.html?lid=9t8GIO1tMJc.search.280&securityId=TCO9EGBxnMHti-91H1GM9ty5kblGaUMJvjOkUSWHKhVkbregrcubhs-KUIbDIiFKZc2VFWdtJyhhTV-qaLV7DvqKZNEcKeIYsfoaRTTl78v5xb2soKRDvU6051J0_vSD6uu6HxCCeEo~&sessionId=,https://www.zhipin.com/gongsi/1a9e1634b2eae2a21nd93N6_FlE~.html,相城区
PHP,泉州,php,本科,3-5年,"[""PHP""]","[7000, 8000]",0薪,无,招聘者,庄超滨招聘者,0,泉州千翔科技有限公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",媒体,未融资,"[20, 99]",https://www.zhipin.com/job_detail/33ed775139da4fb51XNz2d24GFdS.html?lid=9t8GIO1tMJc.search.281&securityId=Gyp8v2L5fsFpZ-L1DoUMpzN_1QKcX4mJ2v7GdgOmeyTcf8nGN3BqN654sAEpXC4cRGrqU-h7fQ1_X-1CcKfjxvNkeHiGIFpEYBi_OZfmRUKSM_OGAUOplq74o2HE4ij2xBNB81IC9ax-&sessionId=,https://www.zhipin.com/gongsi/72d66573823da9831XJ83tq1GVs~.html,晋江市
PHP,大连,php,本科,3-5年,"[""ThinkPHP""]","[8000, 13000]",0薪,无,人事,陈女士人事,0,柏乐互动,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/fc7f4863ad96f26e1Xd_3N-7GFdS.html?lid=9t8GIO1tMJc.search.282&securityId=5CV2E45fzX2UN-G1FyKjBjBBHgA2eZq7-vmkSmsy02-mEfEHjxlP680Bok-2xT5PfhOQhRB7607l2qi5tjUgLsFVRwa2nYgX3bNHsxsYtWmanmsP1tOKIFgpNuAGO6JuO9nVShaOoJxD&sessionId=,https://www.zhipin.com/gongsi/8e97b0df540b85be1XVz2Nq-EFY~.html,甘井子区
PHP初级工程师,南京,php,本科,1-3年,"[""PHP"", ""JavaScript"", ""HTML"", ""CSS"", ""SQL"", ""全栈开发"", ""MySQL""]","[6000, 11000]",0薪,"""见习基地，带薪年假，国家高新企业，五险一金，年终奖，股票期权，零食下午茶，人才安居企业，优秀民营企业，住房补贴，科技型50强，互联网独角兽，通讯补贴，定期体检，节日福利""",研发总监,魏仁重研发总监,0,车300,"https://img2.bosszhipin.com/mcs/chatphoto/20160222/e758549e5d9e39505aad6eb23f7a324af9f780da1145c70bc6fcec885cf1f2da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/e26cb5d7e5085d650nB609i6F1U~.html?lid=9t8GIO1tMJc.search.283&securityId=QaH4GihiVY9XW-e1JHGMWA9bHD-cLiIGitgweRDBd_qaBkS2dh6T0wgOKzKVkOs1vT0i795Niy4n7T10sc3TTYw7ZZzNT6asfjT0hEO8H5S2FAfHDR2Y11-zQush559Jt7WhNw~~&sessionId=,https://www.zhipin.com/gongsi/f04252521b2bb6661XJ72do~.html,鼓楼区
PHP,青岛,php,本科,5-10年,"[""PHP"", ""Golang"", ""服务端开发经验"", ""大数据项目开发经验""]","[10000, 15000]",0薪,"""全勤奖，补充医疗保险，定期体检，年终奖，加班补助，股票期权，带薪年假，员工旅游，五险一金""",人力资源招聘经理,庄东海人力资源招聘经理,0,吉米智慧科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20201108/4d33f5ce6d1a3cf1440123fbc1b8ae42411335852b966522fb7f1c298ef8fec7.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e380036c460863521XF42dq6FVZU.html?lid=9t8GIO1tMJc.search.284&securityId=LVSXoyxmXH6LX-01nYrp1fdyAI7haXxaVdj4X74QO09OXHlK7PD5nxNQ8MWH20N5mZCq4qX_-hdQ455qVjuFskHyalr65s_tLxfEVAXkazK9oV-3F4WGwAk0Prc46LzMr6qWtLSBpErO&sessionId=,https://www.zhipin.com/gongsi/a851fbca7306dfd91nRz2di0FlM~.html,李沧区
PHP,上海,php,大专,3-5年,"[""PHP""]","[10000, 11000]",0薪,"""五险一金，年终奖，餐补，股票期权，带薪年假，定期体检""",技术总监,时盛明技术总监,0,峰石旭网络,"https://img.bosszhipin.com/beijin/upload/com/logo/20190918/5756a75ff0c79fc628ceaa31dcca3dd171dbd70bc661390a756a85b1f5910252.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/42a4070d249143f91Xd-09y8F1VT.html?lid=9t8GIO1tMJc.search.285&securityId=NhcpPiBl_lYnp-v1cQZ72raQb0n6TW6XQOYzfMp7Y0ih91czhhCKdQCaa61-q33DbsJ_z5KmrDsK6gGjWV1324BG-5dlj4XsAFNXqNt7CX5ZNQ-R5sS2DzZtR2yK8VxhJPRzrnYtxiI~&sessionId=,https://www.zhipin.com/gongsi/9f033d9f031c9bfa03x-3ti4GA~~.html,嘉定区
PHP研发工程师,南京,php,大专,1-3年,"[""PHP"", ""JavaScript"", ""PHP开发经验""]","[7000, 12000]",0薪,"""股票期权，加班补助，年终奖，员工旅游，交通补助，通讯补贴，节日福利，住房补贴，带薪年假，餐补，五险一金""",招聘者,强磊招聘者,0,思柏瑞,"https://img.bosszhipin.com/beijin/upload/com/logo/20190517/d64b9bc5419a9defff12dffb0f7c9e9d767ef7987f7c9da76fbc0aa60fb3884b.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/e41b3b3a2de591f21Xdy2NS8EVtS.html?lid=9t8GIO1tMJc.search.286&securityId=hJAxTFEqSuAy0-_13vKJDxkrNTxMG2s8YGTLlduymJoo_N3hDeKhgJBi8cNnkPUg4PMSlufuwaRLcmbVOysX12YzB_xabOK1dHWDzS8yVkVSb8rPUFo7xtIKIUVIw44_LHzk1fIh6lI~&sessionId=,https://www.zhipin.com/gongsi/200fbd6ac48ec7a703By0ti1FA~~.html,浦口区
PHP工程师,南京,php,大专,1-3年,"[""HTML"", ""CSS"", ""网络协议"", ""php""]","[6000, 11000]",0薪,"""五险一金""",技术总监,孙风波技术总监,0,一途鹅科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",旅游,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/7170148392192d0d1n1z0t25EFBY.html?lid=9t8GIO1tMJc.search.287&securityId=UtUY3t3mYQOOa-31dpNDUG5aqo-8sQ92kVTrqJj6JTVURmPAUsVJOT3jm0KkRhaNGG5XYLzwAk3qXARye_AXGtzGM1Zs_Ak881c6Qupg4mg65SZUl-QX98ynbDECFhUNUMnkA8BkCPw~&sessionId=,https://www.zhipin.com/gongsi/681e0a560997132533N83tW4Ew~~.html,栖霞区
PHP,厦门,php,本科,1-3年,"[""后端开发"", ""MySQL"", ""ThinkPHP"", ""GIT"", ""SVN"", ""PHP""]","[9000, 14000]",13薪,"""节日福利，协助保障房申，带薪年假，全勤奖，员工旅游，餐补，股票期权，年终奖，交通补助，补充医疗保险，通讯补贴，加班补助""",合伙人财务总监,蔡和先合伙人财务总监,0,信钛速保,"https://img.bosszhipin.com/beijin/upload/com/logo/20200718/a3c9e24c29ffe3dbdb61ffc5e9d7e94e2240b7ae207459877b942db548b3d88b.png?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/07d08ca61844d4000HV709y4ElQ~.html?lid=9t8GIO1tMJc.search.288&securityId=sRbHHMryjDd9Z-91ZEYcOcZymg4qZ8z031y51zWRuehQ310WeKf_KlftBGg7GDi_DZnYoIjB_jE0QP4PtcnzvP5NARwv_8y5tmfGeRW38Loen_Ed5uMx0ckiQtePJmNEEJI9bCDAgg~~&sessionId=,https://www.zhipin.com/gongsi/9d1ad2e1ec7c4e121XJ63t-5FA~~.html,
php,苏州,php,大专,1-3年,"[""后端开发"", ""PC端网站开发"", ""小程序开发"", ""MySQL"", ""小程序""]","[8000, 13000]",0薪,"""带薪年假，五险一金，餐补，全勤奖，年终奖，员工旅游""",人事,周女士人事,0,安孚企服家,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210218/039b474d9929fee5b70980fdd3cd955e18191e0b0e92b79b81281393edc0e591_s.jpg?x-oss-process=image/resize,w_100,limit_0",其他服务业,天使轮,"[100, 499]",https://www.zhipin.com/job_detail/b887f0ca0e591c2c1n16096-FVpR.html?lid=9t8GIO1tMJc.search.289&securityId=flU3fW7PeFD4--O1MxyGgnnDvJUNU74jSM9Ko-m2vvKvL_h0h7rDtqrAb-1qC6uqm6WpSOUyIMVD9hDdt96LyE2EbX1pUOHBy8EPCXqq3nHz_JpMnjsZ5genth93woO6whOkA1XV_8ea&sessionId=,https://www.zhipin.com/gongsi/4bcc7a981ac485670nJ52du8FQ~~.html,吴中区
PHP,石家庄,php,本科,3-5年,"[""PHP"", ""Laravel/Yii/ThinkPHP"", ""MySQL/Redis/MongoDB""]","[8000, 12000]",0薪,"""五险一金，年终奖""",行政人事专员,苗女士行政人事专员,0,企名片,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160414/ac0946cfe1cf48ed1cefc5a1096ff2dbbda23629b54c03a00fdd0a2f1037cfa6.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,A轮,"[20, 99]",https://www.zhipin.com/job_detail/7cf904aa5b01421a1XN_3tm5EVVS.html?lid=9t8GIO1tMJc.search.290&securityId=14p6eJQ4qWweJ-N1l4roYL5wOqdOUIhARwETqvON0xtuwIbqHGxr7q4jjqmRPT-t1HPfLSg9WroVEvAgzd2g6SQ8ruJHsyMw9_iOudaq5TBwm1c-skLzN7zixmVmFxWUaJ27PLz-&sessionId=,https://www.zhipin.com/gongsi/c2cb4aa724c10bce03J439w~.html,裕华区
PHP,郑州,php,大专,5-10年,"[""数据结构"", ""Java"", ""高级软件工程师"", ""架构师"", ""软件工程师""]","[9000, 14000]",0薪,"""团建聚餐，生日福利，有无线网，加班补助，免费工装，工龄奖，员工旅游，零食下午茶，交通补助，通讯补贴，节日福利，底薪加提成，绩效奖金，带薪年假""",经理,金伟经理,0,云炽,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230410/7bf6f160950405e924afc64de87fbd79a2c7f6f16a1c958105faa4a45ce5d9c2570867486c4cb1ce.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/9e979e5bf552436e1XR739y6FlNX.html?lid=9t8GIO1tMJc.search.291&securityId=ndWazV7NVkxTV-91iokfGC2ovqgLjw26Sr58nYpAvrCw-XFmuyDTcJ6etYiHL9ThXhy4fyVFiZp6Nl7dDyzgp1RX8HP_Jdr7dX8ZiakHPjlRFpa9UYLlMp7wxTFFxdJejDD5TF7QFdQE&sessionId=,https://www.zhipin.com/gongsi/c6b96043c9c314221XR629S8FFo~.html,中原区
PHP,苏州,php,大专,1-3年,"[""ThinkPHP"", ""HTML"", ""CSS"", ""后端开发"", ""MySQL"", ""小程序""]","[8000, 12000]",13薪,无,招聘者,卞先生招聘者,0,数捷数字,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/00beffa58bf5e8861n1z2di5EVJT.html?lid=9t8GIO1tMJc.search.292&securityId=y3qbRm3nMwtnQ-L1PnXCt6KLk_8ir2vYRzw_4aY9Q9LnOFhkqH70mR8pidhEAMbuDWx-5L8G92tE8EMqoRLIQpwlwWoZT4qNYGIhSk5eK8pKrqDTa10K8elbGgny-8lZQuUPREqwVRS2&sessionId=,https://www.zhipin.com/gongsi/b576d81452de308e1n1y3Ni9EFo~.html,苏州工业园区
PHP程序员,南京,php,本科,3-5年,"[""后端开发"", ""Redis"", ""MySQL"", ""服务器配置"", ""Laravel""]","[6000, 10000]",0薪,"""五险一金，带薪年假，餐补，交通补助，节日福利""",副总经理,杨女士副总经理,0,移宝网,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180309/6d2d784ac0ebe292c616da7f6f313f32cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,A轮,"[20, 99]",https://www.zhipin.com/job_detail/497111bda3d045921nZ53NW9F1ZS.html?lid=9t8GIO1tMJc.search.293&securityId=6f1WarvQmcMVR-P1XE82Xr3Hrf8T1jB7B9ne4Qi0Z2sz5hCa0diybKIumNsxaY7WtgNcjha1F8yOC002kqQxT0UGJ7LTh_w_HTtnTlJzh1zjGV7PbwfCp-0CE-5N5Mv8eRRTpYXU&sessionId=,https://www.zhipin.com/gongsi/28d3d8dcb85da3951nRy39o~.html,浦口区
